chr	start	end	adipocyte	endothelial_cell	colon_fibroblasts	heart_fibroblasts	dermal_fibroblast	skeletal_muscle	smooth_muscle	heart_cardiomyocyte	bone_osteoblast	oligodendrocyte	neuron	hepatocyte	pancreas_duct	pancreas_acinar	pancreas_delta	pancreas_beta	pancreas_alpha	kidney_epithelial	thyroid_epithelial	fallopian_epithelial	ovary_epithelial	erythrocyte_progenitor	T-cell	NK-cell	monocyte	granulocyte	B-cell	epiderminal_keratinocyte	head_neck_epithelial	lung_epithelial	prostate_epithelial	bladder_epithelial	breast_luminal	breast_basal	lung_alveolar_epithelial	gallbladder	gastric_epithelial	colon_epithelial	small_int_epithelial
chr17	17582019	17582419	0.81	0.91	0.86	0.87	0.91	0.90	0.88	0.86	0.83	0.95	0.95	0.04	0.90	0.88	0.87	0.89	0.91	0.86	0.92	0.94	0.88	0.62	0.91	0.93	0.93	0.95	0.93	0.88	0.92	0.89	0.90	0.77	0.95	0.94	0.93	0.88	0.92	0.92	0.90
chr17	17582620	17582891	0.73	0.93	0.88	0.91	0.82	0.82	0.85	0.93	0.76	0.92	0.93	0.06	0.95	0.89	0.94	0.92	0.92	0.95	0.93	0.96	0.90	0.71	0.94	0.96	0.96	0.96	0.95	0.88	0.78	0.89	0.89	0.86	0.92	0.91	0.93	0.88	0.93	0.95	0.95
chr17	17589572	17589876	0.71	0.86	0.84	0.82	0.80	0.81	0.75	0.89	0.75	0.87	0.90	0.97	0.91	0.85	0.89	0.93	0.94	0.77	0.90	0.43	0.24	0.70	0.92	0.95	0.95	0.89	0.93	0.90	0.88	0.84	0.91	0.88	0.87	0.92	0.80	0.85	0.87	0.92	0.90
chr17	18179832	18180135	0.90	0.91	0.89	0.85	0.92	0.92	0.85	0.95	0.90	0.91	0.80	0.98	0.92	0.92	0.79	0.79	0.88	0.79	0.92	0.00	0.66	0.79	0.96	0.98	0.96	0.97	0.96	0.90	0.96	0.96	0.96	0.95	0.96	0.93	0.95	0.94	0.05	0.97	0.95
chr17	18297151	18297513	0.84	0.94	0.89	0.93	0.94	0.79	0.93	0.96	0.93	0.95	0.94	0.95	0.96	0.94	0.96	0.95	0.96	0.95	0.94	0.96	0.95	0.89	0.95	0.95	0.16	0.11	0.78	0.91	0.93	0.94	0.97	0.93	0.95	0.95	0.95	0.97	0.95	0.94	0.95
chr17	18769301	18769606	0.90	0.94	0.91	0.89	0.88	0.71	0.80	0.95	0.87	0.94	0.96	0.94	0.97	0.84	0.90	0.89	0.89	0.95	0.94	0.95	0.88	0.71	0.93	0.91	0.73	0.10	0.94	0.92	0.88	0.93	0.97	0.90	0.95	0.96	0.91	0.93	0.96	0.94	0.93
chr17	18975479	18975970	0.89	0.93	0.87	0.92	0.91	0.87	0.88	0.96	0.90	0.95	0.96	0.93	0.97	0.95	0.95	0.95	0.96	0.90	0.96	0.97	0.95	0.71	0.95	0.95	0.90	0.90	0.94	0.91	0.92	0.96	0.96	0.96	0.96	0.97	0.95	0.93	0.92	0.07	0.84
chr17	18999496	18999825	0.91	0.95	0.94	0.92	0.93	0.92	0.89	0.79	0.91	0.92	0.96	0.94	0.95	0.92	0.90	0.76	0.79	0.84	0.96	0.96	0.95	0.72	0.95	0.96	0.96	0.96	0.97	0.04	0.10	0.70	0.89	0.94	0.95	0.96	0.95	0.70	0.93	0.94	0.94
chr17	19301019	19301360	0.93	0.96	0.86	0.94	0.93	0.93	0.94	0.90	0.94	0.11	0.89	0.96	0.97	0.95	0.93	0.91	0.96	0.96	0.94	0.97	0.94	0.93	0.93	0.95	0.96	0.95	0.96	0.91	0.94	0.95	0.97	0.95	0.95	0.96	0.87	0.93	0.96	0.96	0.94
chr17	19305680	19306079	0.91	0.93	0.86	0.91	0.89	0.92	0.92	0.93	0.95	0.17	0.88	0.97	0.97	0.97	0.96	0.97	0.97	0.97	0.91	0.96	0.96	0.85	0.91	0.92	0.89	0.83	0.88	0.91	0.92	0.93	0.96	0.94	0.93	0.96	0.97	0.97	0.96	0.97	0.94
chr17	19311119	19311379	0.83	0.86	0.85	0.90	0.92	0.90	0.93	0.78	0.95	0.04	0.55	0.96	0.92	0.92	0.91	0.88	0.92	0.93	0.94	0.95	0.84	0.88	0.94	0.95	0.96	0.96	0.95	0.95	0.95	0.93	0.96	0.97	0.96	0.95	0.97	0.94	0.96	0.95	0.96
chr17	19411781	19412097	0.68	0.71	0.52	0.29	0.61	0.71	0.83	0.95	0.86	0.79	0.09	0.92	0.92	0.80	0.88	0.78	0.86	0.93	0.91	0.93	0.94	0.74	0.92	0.94	0.94	0.90	0.94	0.95	0.94	0.92	0.87	0.81	0.95	0.95	0.89	0.89	0.88	0.96	0.94
chr17	19923324	19923568	0.93	0.98	0.96	0.95	0.96	0.87	0.93	0.96	0.95	0.94	0.96	0.95	0.98	0.97	0.99	0.98	0.98	0.98	0.95	0.98	0.97	0.91	0.97	0.97	0.24	0.61	0.97	0.94	0.97	0.98	0.98	0.97	0.98	0.98	0.98	0.97	0.98	0.97	0.97
chr17	20435684	20436145	0.86	0.81	0.78	0.73	0.82	0.82	0.72	0.91	0.87	0.92	0.90	0.84	0.87	0.72	0.83	0.86	0.75	0.85	0.88	0.89	0.88	0.65	0.86	0.92	0.93	0.90	0.87	0.90	0.84	0.19	0.92	0.82	0.95	0.90	0.84	0.88	0.85	0.93	0.91
chr17	20698228	20698488	0.94	0.93	0.93	0.77	0.89	0.89	0.75	0.96	0.88	0.95	0.96	0.94	0.97	0.86	0.88	0.94	0.90	0.97	0.93	0.96	0.96	0.60	0.92	0.14	0.92	0.92	0.89	0.93	0.89	0.91	0.96	0.96	0.95	0.92	0.94	0.96	0.96	0.97	0.98
chr17	20775440	20775609	0.89	0.91	0.92	0.81	0.86	0.92	0.83	0.94	0.11	0.94	0.95	0.92	0.93	0.89	0.90	0.92	0.90	0.96	0.95	0.93	0.94	0.79	0.93	0.97	0.97	0.97	0.96	0.91	0.94	0.97	0.97	0.96	0.97	0.96	0.95	0.85	0.94	0.97	0.95
chr17	20927615	20928003	0.76	0.78	0.80	0.11	0.87	0.75	0.47	0.94	0.95	0.80	0.94	0.94	0.50	0.92	0.94	0.91	0.93	0.88	0.95	0.94	0.96	0.74	0.94	0.96	0.96	0.95	0.96	0.94	0.97	0.95	0.93	0.81	0.96	0.95	0.97	0.88	0.92	0.95	0.94
chr17	21007389	21007814	0.88	0.87	0.83	0.78	0.87	0.92	0.86	0.70	0.90	0.04	0.62	0.96	0.95	0.92	0.90	0.89	0.88	0.95	0.81	0.78	0.90	0.87	0.96	0.97	0.96	0.97	0.96	0.93	0.92	0.91	0.90	0.95	0.79	0.86	0.95	0.92	0.91	0.90	0.93
chr17	21208015	21208288	0.71	0.93	0.93	0.90	0.82	0.85	0.87	0.92	0.92	0.94	0.93	0.97	0.97	0.96	0.95	0.96	0.98	0.94	0.89	0.92	0.90	0.91	0.95	0.94	0.97	0.95	0.94	0.90	0.91	0.94	0.94	0.96	0.88	0.19	0.95	0.95	0.95	0.93	0.94
chr17	27249464	27249636	0.92	0.94	0.87	0.78	0.81	0.85	0.71	0.92	0.79	0.94	0.95	0.95	0.96	0.75	0.94	0.92	0.89	0.91	0.92	0.95	0.88	0.53	0.82	0.91	0.95	0.95	0.91	0.78	0.87	0.94	0.80	0.21	0.78	0.94	0.97	0.95	0.84	0.76	0.82
chr17	27547967	27548134	0.95	0.95	0.92	0.93	0.91	0.95	0.92	0.95	0.86	0.96	0.97	0.96	0.83	0.09	0.82	0.96	0.92	0.97	0.96	0.93	0.89	0.67	0.95	0.96	0.97	0.95	0.93	0.90	0.90	0.91	0.96	0.94	0.98	0.97	0.91	0.64	0.87	0.94	0.93
chr17	27606555	27606994	0.95	0.93	0.91	0.91	0.92	0.84	0.89	0.97	0.86	0.94	0.95	0.96	0.44	0.83	0.77	0.78	0.86	0.10	0.92	0.80	0.55	0.78	0.95	0.93	0.97	0.97	0.92	0.90	0.88	0.88	0.91	0.94	0.95	0.95	0.93	0.80	0.93	0.92	0.92
chr17	27878686	27878960	0.89	0.90	0.79	0.74	0.86	0.86	0.74	0.93	0.78	0.92	0.88	0.93	0.90	0.88	0.86	0.88	0.89	0.91	0.91	0.97	0.95	0.70	0.18	0.86	0.93	0.95	0.90	0.86	0.89	0.90	0.88	0.83	0.94	0.91	0.90	0.84	0.92	0.74	0.83
chr17	28199440	28199615	0.95	0.96	0.96	0.92	0.94	0.92	0.93	0.97	0.94	0.95	0.97	0.98	0.98	0.97	0.96	0.95	0.94	0.94	0.05	0.90	0.91	0.79	0.95	0.97	0.97	0.97	0.96	0.91	0.93	0.95	0.97	0.93	0.97	0.96	0.96	0.97	0.97	0.97	0.96
chr17	28203622	28203855	0.94	0.94	0.90	0.89	0.90	0.89	0.89	0.91	0.87	0.97	0.91	0.96	0.96	0.95	0.94	0.95	0.93	0.82	0.12	0.94	0.90	0.77	0.93	0.94	0.96	0.96	0.89	0.94	0.81	0.82	0.95	0.94	0.97	0.95	0.87	0.95	0.92	0.96	0.93
chr17	28601646	28602108	0.94	0.95	0.91	0.93	0.92	0.90	0.89	0.95	0.91	0.97	0.96	0.97	0.96	0.89	0.96	0.97	0.97	0.86	0.90	0.96	0.96	0.83	0.96	0.97	0.96	0.95	0.93	0.93	0.94	0.92	0.96	0.95	0.97	0.96	0.95	0.13	0.91	0.96	0.59
chr17	28729500	28729932	0.92	0.94	0.91	0.92	0.92	0.91	0.94	0.95	0.88	0.92	0.94	0.95	0.96	0.93	0.93	0.95	0.96	0.86	0.92	0.96	0.94	0.91	0.95	0.97	0.96	0.97	0.96	0.89	0.92	0.93	0.96	0.93	0.88	0.91	0.95	0.92	0.88	0.13	0.82
chr17	28801235	28801582	0.92	0.95	0.91	0.86	0.94	0.95	0.92	0.93	0.93	0.93	0.89	0.97	0.97	0.95	0.97	0.97	0.97	0.96	0.94	0.97	0.96	0.27	0.94	0.96	0.96	0.94	0.95	0.94	0.96	0.96	0.97	0.97	0.98	0.96	0.97	0.96	0.96	0.96	0.96
chr17	28836621	28836776	0.95	0.93	0.93	0.93	0.94	0.94	0.93	0.97	0.99	0.97	0.96	0.99	0.95	0.95	0.95	0.97	0.96	0.97	0.96	0.97	0.95	0.05	0.96	0.97	0.95	0.97	0.95	0.96	0.97	0.97	0.98	0.90	0.98	0.97	0.97	0.80	0.72	0.88	0.60
chr17	28840892	28841281	0.95	0.95	0.91	0.93	0.95	0.94	0.94	0.96	0.94	0.96	0.95	0.98	0.96	0.93	0.95	0.96	0.97	0.97	0.97	0.98	0.96	0.90	0.95	0.96	0.97	0.98	0.95	0.94	0.96	0.95	0.97	0.96	0.97	0.96	0.96	0.95	0.95	0.81	0.26
chr17	28854178	28854340	0.95	0.93	0.93	0.91	0.94	0.92	0.93	0.94	0.90	0.91	0.93	0.94	0.91	0.88	0.89	0.90	0.89	0.90	0.73	0.93	0.95	0.89	0.96	0.94	0.95	0.95	0.94	0.90	0.88	0.41	0.91	0.91	0.95	0.92	0.09	0.77	0.84	0.92	0.92
chr17	29081327	29081654	0.95	0.95	0.88	0.91	0.94	0.92	0.81	0.92	0.82	0.86	0.86	0.96	0.96	0.94	0.94	0.93	0.94	0.97	0.94	0.80	0.23	0.45	0.95	0.92	0.95	0.91	0.95	0.94	0.94	0.92	0.97	0.95	0.96	0.96	0.96	0.93	0.95	0.95	0.94
chr17	29166504	29166768	0.85	0.94	0.92	0.93	0.94	0.91	0.91	0.95	0.92	0.89	0.93	0.12	0.96	0.94	0.91	0.93	0.93	0.69	0.95	0.98	0.95	0.92	0.94	0.96	0.97	0.97	0.96	0.96	0.96	0.95	0.97	0.98	0.98	0.96	0.96	0.11	0.97	0.97	0.97
chr17	29426101	29426295	0.93	0.95	0.95	0.95	0.97	0.77	0.95	0.94	0.97	0.95	0.95	0.89	0.19	0.89	0.92	0.93	0.96	0.97	0.96	0.93	0.89	0.91	0.96	0.97	0.97	0.96	0.97	0.88	0.94	0.97	0.98	0.96	0.97	0.95	0.98	0.00	0.93	0.97	0.96
chr17	30085676	30086120	0.90	0.87	0.84	0.10	0.89	0.90	0.59	0.91	0.85	0.93	0.96	0.88	0.88	0.75	0.88	0.90	0.90	0.94	0.93	0.93	0.89	0.69	0.90	0.96	0.94	0.87	0.93	0.90	0.92	0.94	0.94	0.94	0.93	0.93	0.90	0.91	0.93	0.92	0.91
chr17	30226474	30226838	0.93	0.91	0.90	0.90	0.85	0.90	0.84	0.96	0.87	0.95	0.97	0.96	0.98	0.85	0.98	0.98	0.97	0.97	0.94	0.96	0.94	0.63	0.88	0.93	0.94	0.96	0.92	0.27	0.15	0.79	0.95	0.91	0.96	0.97	0.89	0.92	0.92	0.91	0.82
chr17	30810363	30810525	0.97	0.96	0.77	0.96	0.97	0.92	0.92	0.98	0.94	0.96	0.97	0.97	0.98	0.95	0.98	0.98	0.98	0.97	0.96	0.98	0.97	0.94	0.93	0.93	0.92	0.59	0.18	0.96	0.97	0.98	0.98	0.98	0.98	0.96	0.97	0.96	0.96	0.98	0.97
chr17	30840714	30841127	0.82	0.86	0.89	0.96	0.98	0.74	0.94	0.92	0.96	0.94	0.93	0.93	0.97	0.96	0.96	0.98	0.96	0.97	0.96	0.97	0.95	0.84	0.96	0.91	0.17	0.10	0.80	0.93	0.95	0.98	0.95	0.97	0.94	0.95	0.97	0.95	0.97	0.96	0.97
chr17	30848173	30848329	0.92	0.93	0.92	0.74	0.89	0.90	0.92	0.71	0.91	0.97	0.95	0.96	0.95	0.77	0.92	0.94	0.94	0.96	0.96	0.94	0.93	0.03	0.96	0.97	0.93	0.86	0.97	0.91	0.89	0.81	0.93	0.93	0.96	0.92	0.77	0.93	0.86	0.93	0.90
chr17	31089366	31089953	0.92	0.94	0.88	0.92	0.90	0.92	0.88	0.95	0.89	0.94	0.96	0.96	0.96	0.89	0.94	0.96	0.94	0.98	0.95	0.03	0.30	0.61	0.91	0.92	0.86	0.86	0.88	0.91	0.83	0.93	0.87	0.84	0.96	0.91	0.95	0.94	0.96	0.95	0.96
chr17	31296434	31297165	0.86	0.91	0.81	0.86	0.85	0.78	0.80	0.89	0.80	0.04	0.16	0.96	0.92	0.85	0.76	0.72	0.77	0.89	0.91	0.91	0.80	0.67	0.94	0.98	0.97	0.97	0.93	0.84	0.85	0.85	0.85	0.81	0.76	0.74	0.92	0.92	0.89	0.92	0.89
chr17	31394709	31394939	0.06	0.07	0.09	0.05	0.08	0.05	0.05	0.01	0.05	0.11	0.23	0.08	0.02	0.15	0.78	0.15	0.47	0.03	0.04	0.02	0.02	0.03	0.16	0.12	0.09	0.08	0.12	0.20	0.15	0.05	0.11	0.07	0.18	0.42	0.05	0.04	0.05	0.11	0.08
chr17	31455889	31456102	0.92	0.92	0.91	0.80	0.89	0.93	0.83	0.95	0.89	0.96	0.92	0.98	0.97	0.94	0.62	0.09	0.61	0.92	0.94	0.81	0.73	0.68	0.95	0.98	0.97	0.97	0.95	0.93	0.91	0.94	0.97	0.96	0.88	0.98	0.95	0.98	0.96	0.96	0.95
chr17	31477471	31477738	0.89	0.91	0.92	0.83	0.88	0.92	0.82	0.88	0.27	0.96	0.96	0.98	0.97	0.89	0.94	0.97	0.96	0.95	0.92	0.96	0.95	0.74	0.90	0.88	0.96	0.97	0.92	0.94	0.91	0.93	0.95	0.92	0.96	0.93	0.94	0.94	0.94	0.94	0.93
chr17	31499502	31499748	0.71	0.82	0.84	0.75	0.67	0.49	0.75	0.92	0.14	0.93	0.78	0.95	0.92	0.87	0.94	0.96	0.98	0.88	0.93	0.95	0.87	0.72	0.94	0.95	0.95	0.97	0.94	0.90	0.87	0.90	0.96	0.94	0.95	0.94	0.95	0.87	0.88	0.94	0.91
chr17	32019914	32020178	0.80	0.84	0.89	0.92	0.92	0.83	0.83	0.94	0.86	0.93	0.80	0.96	0.96	0.92	0.95	0.95	0.97	0.93	0.75	0.95	0.91	0.74	0.94	0.95	0.94	0.92	0.94	0.90	0.75	0.29	0.92	0.94	0.95	0.96	0.91	0.98	0.96	0.92	0.94
chr17	32021074	32021298	0.83	0.93	0.91	0.67	0.76	0.51	0.81	0.90	0.89	0.81	0.76	0.97	0.95	0.94	0.95	0.93	0.95	0.97	0.93	0.89	0.87	0.81	0.95	0.97	0.97	0.96	0.94	0.61	0.82	0.94	0.81	0.93	0.05	0.54	0.92	0.82	0.96	0.93	0.92
chr17	32299814	32300206	0.91	0.93	0.85	0.67	0.89	0.92	0.71	0.94	0.75	0.96	0.97	0.95	0.97	0.85	0.97	0.98	0.98	0.93	0.96	0.98	0.97	0.03	0.84	0.88	0.89	0.88	0.90	0.89	0.95	0.96	0.95	0.92	0.94	0.97	0.94	0.86	0.94	0.93	0.92
chr17	32473089	32473426	0.93	0.95	0.93	0.93	0.96	0.85	0.93	0.97	0.94	0.95	0.96	0.96	0.97	0.97	0.97	0.95	0.96	0.97	0.96	0.96	0.97	0.92	0.96	0.96	0.68	0.14	0.96	0.95	0.95	0.96	0.97	0.97	0.98	0.96	0.94	0.92	0.95	0.96	0.96
chr17	32491494	32491722	0.86	0.89	0.70	0.76	0.78	0.88	0.75	0.89	0.77	0.81	0.20	0.94	0.94	0.88	0.83	0.61	0.87	0.92	0.91	0.84	0.87	0.66	0.78	0.90	0.95	0.96	0.66	0.79	0.78	0.78	0.90	0.88	0.96	0.93	0.87	0.88	0.87	0.86	0.84
chr17	32865019	32865337	0.97	0.97	0.95	0.92	0.95	0.96	0.85	0.98	0.94	0.17	0.93	0.98	0.98	0.97	0.98	0.97	0.96	0.98	0.97	0.98	0.97	0.83	0.93	0.96	0.96	0.97	0.97	0.93	0.97	0.97	0.98	0.98	0.99	0.98	0.97	0.94	0.97	0.97	0.97
chr17	33243576	33243875	0.76	0.85	0.82	0.78	0.80	0.77	0.82	0.94	0.16	0.93	0.91	0.78	0.89	0.65	0.93	0.90	0.88	0.88	0.88	0.92	0.91	0.56	0.86	0.90	0.91	0.92	0.91	0.75	0.86	0.92	0.94	0.88	0.82	0.88	0.91	0.95	0.90	0.95	0.97
chr17	34890431	34890665	0.86	0.87	0.85	0.69	0.83	0.79	0.69	0.88	0.63	0.93	0.97	0.85	0.84	0.74	0.04	0.46	0.86	0.92	0.86	0.86	0.78	0.70	0.85	0.92	0.95	0.96	0.87	0.78	0.82	0.84	0.85	0.85	0.94	0.96	0.84	0.82	0.84	0.79	0.83
chr17	35092017	35092421	0.85	0.84	0.81	0.77	0.86	0.82	0.81	0.90	0.84	0.86	0.89	0.94	0.08	0.67	0.69	0.67	0.87	0.90	0.95	0.81	0.88	0.72	0.95	0.98	0.96	0.94	0.93	0.86	0.89	0.87	0.85	0.85	0.92	0.92	0.90	0.91	0.75	0.91	0.84
chr17	35116715	35117027	0.96	0.96	0.93	0.94	0.92	0.89	0.91	0.96	0.94	0.96	0.94	0.97	0.97	0.96	0.94	0.24	0.90	0.97	0.95	0.97	0.97	0.88	0.93	0.97	0.97	0.97	0.97	0.95	0.96	0.96	0.97	0.97	0.98	0.98	0.95	0.97	0.97	0.96	0.97
chr17	35264022	35264644	0.94	0.95	0.91	0.93	0.95	0.93	0.91	0.95	0.94	0.13	0.91	0.96	0.96	0.90	0.91	0.93	0.92	0.97	0.93	0.96	0.95	0.49	0.95	0.96	0.97	0.95	0.97	0.95	0.96	0.96	0.97	0.96	0.98	0.98	0.98	0.96	0.95	0.92	0.95
chr17	35951487	35951663	0.84	0.91	0.88	0.10	0.82	0.85	0.62	0.91	0.85	0.94	0.94	0.96	0.95	0.86	0.90	0.91	0.91	0.93	0.95	0.94	0.91	0.72	0.94	0.95	0.94	0.95	0.92	0.90	0.90	0.94	0.95	0.94	0.95	0.96	0.92	0.93	0.92	0.91	0.90
chr17	36683172	36683391	0.87	0.82	0.82	0.71	0.79	0.87	0.64	0.93	0.56	0.96	0.95	0.93	0.08	0.68	0.95	0.92	0.93	0.93	0.93	0.96	0.90	0.64	0.88	0.92	0.93	0.94	0.89	0.87	0.88	0.91	0.92	0.85	0.95	0.97	0.88	0.05	0.68	0.94	0.60
chr17	36777189	36777642	0.09	0.07	0.09	0.11	0.15	0.13	0.06	0.10	0.08	0.07	0.72	0.11	0.07	0.08	0.27	0.59	0.31	0.10	0.03	0.03	0.03	0.09	0.19	0.22	0.17	0.19	0.19	0.07	0.07	0.07	0.05	0.05	0.10	0.14	0.10	0.11	0.11	0.18	0.20
chr17	37054627	37054785	0.97	0.96	0.95	0.95	0.94	0.90	0.94	0.97	0.92	0.94	0.97	0.97	0.96	0.95	0.61	0.21	0.05	0.96	0.94	0.97	0.96	0.89	0.96	0.98	0.97	0.92	0.97	0.95	0.94	0.95	0.97	0.97	0.97	0.95	0.97	0.94	0.97	0.97	0.97
chr17	37188356	37188706	0.95	0.96	0.96	0.94	0.95	0.92	0.94	0.98	0.94	0.96	0.96	0.97	0.97	0.96	0.93	0.93	0.97	0.98	0.95	0.97	0.96	0.87	0.96	0.97	0.97	0.97	0.97	0.68	0.93	0.93	0.59	0.95	0.17	0.91	0.94	0.94	0.94	0.95	0.96
chr17	37394598	37395323	0.96	0.95	0.92	0.92	0.94	0.93	0.92	0.97	0.92	0.96	0.97	0.96	0.96	0.92	0.97	0.97	0.96	0.93	0.95	0.97	0.96	0.82	0.95	0.94	0.97	0.97	0.96	0.93	0.95	0.96	0.97	0.97	0.97	0.96	0.95	0.93	0.92	0.91	0.22
chr17	37555229	37555799	0.93	0.96	0.92	0.92	0.95	0.93	0.90	0.96	0.91	0.95	0.96	0.97	0.98	0.93	0.97	0.96	0.97	0.97	0.95	0.96	0.96	0.86	0.96	0.98	0.97	0.98	0.92	0.90	0.92	0.93	0.93	0.95	0.97	0.95	0.95	0.97	0.96	0.29	0.39
chr17	38811187	38811598	0.94	0.95	0.93	0.92	0.94	0.93	0.93	0.95	0.93	0.94	0.95	0.98	0.96	0.94	0.93	0.95	0.96	0.21	0.96	0.96	0.90	0.86	0.96	0.97	0.97	0.97	0.92	0.96	0.95	0.96	0.97	0.96	0.98	0.95	0.74	0.93	0.95	0.95	0.96
chr17	39007486	39007799	0.92	0.89	0.82	0.79	0.81	0.86	0.76	0.90	0.70	0.88	0.93	0.87	0.88	0.72	0.79	0.78	0.75	0.91	0.90	0.76	0.73	0.00	0.81	0.88	0.92	0.94	0.78	0.89	0.82	0.85	0.88	0.78	0.88	0.94	0.83	0.84	0.84	0.84	0.83
chr17	39544516	39544766	0.92	0.95	0.95	0.93	0.93	0.94	0.91	0.98	0.93	0.95	0.95	0.96	0.96	0.96	0.95	0.94	0.96	0.96	0.78	0.96	0.96	0.88	0.96	0.97	0.95	0.96	0.96	0.95	0.95	0.91	0.97	0.97	0.97	0.95	0.14	0.96	0.96	0.96	0.95
chr17	39550596	39550795	0.90	0.93	0.71	0.89	0.90	0.91	0.89	0.95	0.90	0.96	0.95	0.95	0.96	0.88	0.91	0.89	0.93	0.96	0.97	0.88	0.95	0.79	0.96	0.97	0.87	0.83	0.09	0.88	0.82	0.88	0.85	0.90	0.92	0.92	0.89	0.92	0.91	0.88	0.86
chr17	39592084	39592557	0.04	0.04	0.08	0.05	0.04	0.05	0.05	0.01	0.05	0.05	0.18	0.09	0.01	0.02	0.28	0.61	0.72	0.04	0.04	0.00	0.01	0.04	0.13	0.08	0.08	0.07	0.10	0.02	0.01	0.01	0.01	0.01	0.03	0.02	0.03	0.02	0.02	0.04	0.05
chr17	39683440	39683891	0.91	0.92	0.87	0.82	0.87	0.89	0.77	0.80	0.83	0.94	0.94	0.96	0.87	0.79	0.79	0.87	0.86	0.93	0.93	0.94	0.93	0.06	0.93	0.97	0.96	0.95	0.93	0.86	0.75	0.86	0.92	0.92	0.95	0.93	0.88	0.89	0.86	0.91	0.69
chr17	39911737	39912112	0.93	0.94	0.90	0.91	0.91	0.94	0.88	0.96	0.89	0.95	0.96	0.93	0.95	0.94	0.90	0.94	0.95	0.90	0.17	0.98	0.94	0.86	0.96	0.97	0.97	0.94	0.96	0.93	0.94	0.93	0.96	0.94	0.98	0.95	0.94	0.97	0.97	0.97	0.97
chr17	40020798	40021032	0.91	0.91	0.91	0.93	0.95	0.67	0.88	0.94	0.93	0.95	0.97	0.96	0.98	0.96	0.96	0.94	0.97	0.96	0.91	0.90	0.86	0.84	0.95	0.97	0.93	0.22	0.92	0.91	0.84	0.91	0.94	0.90	0.97	0.93	0.93	0.94	0.93	0.92	0.93
chr17	40352625	40352845	0.91	0.91	0.87	0.92	0.93	0.86	0.82	0.88	0.95	0.97	0.92	0.06	0.95	0.90	0.58	0.78	0.84	0.94	0.96	0.96	0.95	0.64	0.93	0.97	0.93	0.92	0.92	0.92	0.92	0.91	0.93	0.93	0.95	0.95	0.81	0.72	0.94	0.91	0.77
chr17	40563969	40564224	0.86	0.87	0.65	0.81	0.84	0.77	0.77	0.89	0.71	0.86	0.95	0.92	0.81	0.57	0.85	0.90	0.81	0.88	0.93	0.94	0.91	0.75	0.04	0.38	0.88	0.92	0.35	0.90	0.84	0.90	0.91	0.76	0.96	0.96	0.87	0.59	0.60	0.78	0.75
chr17	40623756	40624122	0.84	0.82	0.60	0.72	0.70	0.80	0.75	0.90	0.80	0.95	0.95	0.89	0.94	0.65	0.90	0.94	0.93	0.92	0.91	0.80	0.84	0.64	0.88	0.95	0.93	0.94	0.09	0.92	0.94	0.91	0.96	0.92	0.96	0.95	0.86	0.91	0.87	0.87	0.87
chr17	41149253	41149404	0.83	0.77	0.67	0.50	0.71	0.76	0.63	0.72	0.67	0.73	0.88	0.72	0.79	0.58	0.08	0.00	0.52	0.82	0.84	0.71	0.85	0.58	0.84	0.93	0.92	0.94	0.84	0.87	0.88	0.94	0.94	0.90	0.96	0.97	0.87	0.88	0.76	0.93	0.93
chr17	41501824	41502412	0.89	0.88	0.77	0.86	0.82	0.89	0.88	0.92	0.86	0.94	0.97	0.84	0.96	0.72	0.98	0.96	0.97	0.95	0.95	0.98	0.96	0.79	0.84	0.86	0.94	0.96	0.79	0.96	0.77	0.92	0.76	0.18	0.96	0.98	0.90	0.97	0.89	0.93	0.93
chr17	41502485	41502745	0.93	0.94	0.89	0.91	0.90	0.93	0.90	0.97	0.90	0.96	0.97	0.94	0.95	0.83	0.96	0.97	0.97	0.97	0.95	0.98	0.97	0.91	0.91	0.93	0.96	0.97	0.94	0.90	0.75	0.95	0.73	0.14	0.96	0.97	0.96	0.93	0.95	0.95	0.96
chr17	41502965	41503388	0.88	0.88	0.87	0.77	0.89	0.87	0.78	0.92	0.84	0.94	0.96	0.89	0.95	0.81	0.96	0.94	0.98	0.96	0.94	0.95	0.94	0.90	0.88	0.92	0.95	0.96	0.90	0.95	0.67	0.88	0.71	0.13	0.93	0.86	0.92	0.96	0.94	0.94	0.95
chr17	41583780	41584196	0.90	0.90	0.86	0.82	0.85	0.87	0.78	0.95	0.87	0.95	0.96	0.92	0.97	0.83	0.97	0.96	0.94	0.96	0.93	0.96	0.94	0.68	0.87	0.89	0.94	0.95	0.89	0.06	0.10	0.92	0.86	0.95	0.79	0.39	0.95	0.93	0.94	0.90	0.79
chr17	42161101	42161301	0.90	0.92	0.90	0.87	0.75	0.91	0.74	0.92	0.80	0.94	0.79	0.93	0.95	0.84	0.93	0.93	0.94	0.93	0.94	0.93	0.88	0.79	0.91	0.95	0.97	0.98	0.95	0.88	0.79	0.85	0.56	0.14	0.84	0.93	0.90	0.93	0.90	0.91	0.88
chr17	42255632	42255863	0.95	0.95	0.90	0.87	0.94	0.89	0.89	0.96	0.94	0.90	0.95	0.98	0.88	0.96	0.95	0.91	0.97	0.53	0.93	0.10	0.14	0.85	0.96	0.97	0.97	0.96	0.95	0.93	0.95	0.95	0.96	0.96	0.97	0.97	0.97	0.94	0.88	0.93	0.93
