chromosome	start	end	Monocytes_EPIC	B-cells_EPIC	CD4T-cells_EPIC	NK-cells_EPIC	CD8T-cells_EPIC	Neutrophils_EPIC	Erythrocyte_progenitors	Adipocytes	Cortical_neurons	Hepatocytes	Lung_cells	Pancreatic_beta_cells	Pancreatic_acinar_cells	Pancreatic_duct_cells	Vascular_endothelial_cells	Colon_epithelial_cells	Left_atrium	Bladder	Breast	Head_and_neck_larynx	Kidney	Prostate	Thyroid	Upper_GI	Uterus_cervix
chr14	101065568	101065569	0.9632	0.9608	0.9534	0.9574	0.9622	0.954	0.9764	0.9696	0.9588	0.8614	0.9613	0.7318	0.9107	0.9578	0.9452	0.9621	0.9744	0.9759	0.9692	0.9825	0.9641	0.97	0.9643	0.9635	0.9722
chr14	101065610	101065611	0.9784	0.9798	0.9754	0.9746	0.9796	0.9758	0.9837	0.9729	0.9836	0.8897	0.978	0.8305	0.8695	0.9798	0.9786	0.9831	0.9773	0.9778	0.9766	0.9815	0.973	0.9765	0.9663	0.9759	0.9741
chr14	101364995	101364996	0.46	0.611	0.5292	0.4232	0.5876	0.4881	0.3851	0.2542	0.9489	0.9439	0.8354	0.860725	0.8988	0.9055	0.3424	0.9624	0.8081	0.2998	0.4429	0.7481	0.1655	0.3917	0.8283	0.8183	0.1775
chr14	101560835	101560836	0.0099	0.1784	0.0399	0.0316	0.1466	0.0064	0.0001	0.0045	0.0042	0.0025	0.009	0.002825	0.0075	0.0035	0.0223	0.0038	0.0148	0.0708	0.021	0.0368	0.0115	0.0121	0.0129	0.0662	0.0462
chr14	101779222	101779223	0.9184	0.9166	0.9146	0.9103	0.9218	0.9047	0.9454	0.9326	0.8609	0.9272	0.925	0.914825	0.9256	0.9064	0.9016	0.9268	0.6628	0.9511	0.9412	0.9498	0.9414	0.934	0.9366	0.9359	0.9413
chr14	101781736	101781737	0.0116	0.0092	0.0084	0.0079	0.0088	0.0093	0.0052	0.001	0.0312	0.0452	0.0069	0.010575	0.0319	0.0077	0.0116	0.0072	0.0052	0.0221	0.0183	0.0101	0.2397	0.0127	0.007	0.0102	0.0057
chr14	102210620	102210621	0.7598	0.8863	0.914	0.8985	0.912	0.0604	0.8851	0.7079	0.9126	0.9175	0.8757	0.92225	0.9107	0.9307	0.8601	0.9312	0.9252	0.9097	0.9007	0.9215	0.9206	0.9236	0.9199	0.8866	0.9224
chr14	102210804	102210805	0.9338	0.9657	0.9669	0.9622	0.9678	0.0487	0.9584	0.8339	0.9698	0.9623	0.9428	0.9711	0.9622	0.9649	0.9176	0.969	0.9564	0.9777	0.9527	0.9691	0.9671	0.9717	0.9748	0.9599	0.9614
chr14	102777052	102777053	0.0078	0.0195	0.0026	0.0073	0.0071	0.0047	0.0029	0.0138	0.0346	0.0483	0.0178	0.039725	0.3234	0.0131	0.0256	0.0117	0.0344	0.0078	0.0143	0.018	0.0235	0.0101	0.0655	0.0169	0.0168
chr14	102900650	102900651	0.9768	0.9724	0.9689	0.971	0.9749	0.9709	0.9906	0.9864	0.6954	0.9726	0.9644	0.974025	0.9727	0.9729	0.9616	0.9654	0.9892	0.9914	0.9891	0.9863	0.991	0.9898	0.903	0.9883	0.9865
chr14	102903380	102903381	0.9678	0.9628	0.9673	0.9655	0.9676	0.9576	0.971	0.9727	0.8819	0.9578	0.6954	0.956675	0.9605	0.968	0.9493	0.9638	0.9712	0.9799	0.9818	0.9414	0.9806	0.9779	0.3279	0.9811	0.9764
chr14	102907570	102907571	0.9791	0.6737	0.9758	0.9512	0.9774	0.9765	0.989	0.9764	0.9741	0.975	0.975	0.979925	0.9684	0.9782	0.9756	0.9737	0.988	0.9879	0.9854	0.9874	0.9858	0.9865	0.9848	0.9826	0.9872
chr14	103002245	103002246	0.9445	0.4727	0.9213	0.909	0.9346	0.9473	0.9447	0.9749	0.8164	0.9571	0.9421	0.96245	0.9475	0.9567	0.9401	0.9422	0.9602	0.9691	0.9576	0.9436	0.9362	0.9549	0.964	0.9125	0.9548
chr14	103004001	103004002	0.9622	0.9675	0.9642	0.9577	0.9617	0.9605	0.9767	0.6317	0.7538	0.9631	0.9633	0.950975	0.9623	0.9343	0.9307	0.9613	0.8091	0.9681	0.915	0.9673	0.9116	0.9657	0.8831	0.9437	0.9509
chr14	103123443	103123444	0.006	0.0107	0.0133	0.0101	0.0206	0.0088	0.0082	0.0123	0.1898	0.0119	0.0048	0.356775	0.1649	0.2777	0.0101	0.0132	0.0068	0.0092	0.0066	0.0091	0.0076	0.0031	0.014	0.0121	0.0226
chr14	103534123	103534124	0.738	0.8263	0.8274	0.7781	0.7996	0.7244	0.7713	0.5751	0.4577	0.9246	0.7659	0.7789	0.8142	0.7994	0.5396	0.8606	0.6288	0.7646	0.7344	0.8023	0.7551	0.7262	0.7711	0.7447	0.5044
chr14	103534168	103534169	0.9774	0.9777	0.9754	0.9739	0.979	0.9737	0.9883	0.9638	0.5291	0.9759	0.9791	0.968825	0.9617	0.9783	0.721	0.9782	0.9487	0.9236	0.9724	0.9887	0.9786	0.9203	0.9836	0.9009	0.8279
chr14	103581385	103581386	0.9636	0.9541	0.9542	0.9549	0.9598	0.9548	0.9722	0.9495	0.9115	0.9355	0.8032	0.856175	0.9096	0.9371	0.8409	0.9239	0.9359	0.6229	0.9568	0.8362	0.9511	0.9485	0.9716	0.9714	0.9527
chr14	103581414	103581415	0.95	0.9434	0.9393	0.9405	0.9449	0.9388	0.9456	0.9561	0.913	0.9192	0.8916	0.94115	0.9374	0.9139	0.8959	0.9243	0.9522	0.52	0.9567	0.8869	0.9488	0.9498	0.964	0.9668	0.9552
chr14	103692392	103692393	0.8964	0.1252	0.8826	0.8803	0.8937	0.8825	0.9156	0.8671	0.6794	0.9064	0.9039	0.838575	0.8833	0.894	0.8558	0.8923	0.9088	0.9169	0.8003	0.8646	0.8632	0.8829	0.8991	0.8317	0.8937
chr14	104179784	104179785	0.9084	0.8554	0.8466	0.8874	0.8577	0.8944	0.9486	0.8558	0.8647	0.6906	0.7871	0.8045	0.6875	0.879	0.7502	0.8884	0.8812	0.8663	0.6672	0.8435	0.7196	0.7927	0.8846	0.8193	0.5207
chr14	104179798	104179799	0.9501	0.9389	0.9203	0.9471	0.926	0.949	0.975	0.9286	0.9462	0.8614	0.93	0.9015	0.8764	0.9427	0.8886	0.9555	0.9462	0.9357	0.8318	0.9297	0.8118	0.8901	0.9414	0.9245	0.6408
chr14	104422779	104422780	0.9668	0.9686	0.9672	0.957	0.9657	0.9676	0.9696	0.8789	0.6243	0.9428	0.9703	0.9698	0.9248	0.9714	0.9108	0.8233	0.9766	0.831	0.958	0.9663	0.36	0.2851	0.9713	0.9844	0.775
chr14	104701237	104701238	0.6163	0.8102	0.7996	0.7397	0.7928	0.5862	0.3086	0.7214	0.7476	0.8664	0.7372	0.784575	0.8129	0.7765	0.7134	0.7998	0.685	0.7476	0.8086	0.7644	0.7416	0.7795	0.708	0.673	0.7491
chr14	104701270	104701271	0.7887	0.9084	0.8925	0.8786	0.9063	0.7538	0.4384	0.904	0.846	0.902	0.8898	0.9153	0.9251	0.9151	0.861	0.913	0.8984	0.9369	0.9434	0.9389	0.915	0.944	0.9047	0.9219	0.9223
chr14	104715033	104715034	0.9814	0.9808	0.9782	0.9768	0.9806	0.9804	0.9899	0.9805	0.8637	0.984	0.9815	0.981325	0.9796	0.9816	0.9656	0.9827	0.9845	0.9659	0.9323	0.8562	0.9865	0.8279	0.9849	0.7169	0.9819
chr14	104741263	104741264	0.9515	0.9548	0.9423	0.9481	0.948	0.9492	0.9798	0.9363	0.9083	0.9424	0.9454	0.902525	0.9167	0.9396	0.7148	0.9383	0.9463	0.9526	0.9525	0.8949	0.9627	0.9496	0.9497	0.9531	0.9295
chr14	104780992	104780993	0.9766	0.9772	0.97	0.976	0.9765	0.9734	0.9902	0.9826	0.6652	0.9759	0.9664	0.447825	0.9385	0.9561	0.9625	0.9732	0.9882	0.9884	0.9836	0.9831	0.9873	0.9838	0.9851	0.9823	0.9842
chr14	104802155	104802156	0.969	0.9426	0.907	0.9188	0.872	0.9427	0.9878	0.982	0.7354	0.9811	0.5934	0.896825	0.9295	0.961	0.9772	0.9744	0.9846	0.9717	0.9082	0.872	0.9755	0.6837	0.9531	0.6297	0.8755
chr14	105151238	105151239	0.971	0.9637	0.9665	0.9656	0.9669	0.9626	0.9879	0.9827	0.6648	0.9768	0.9736	0.977	0.9809	0.9782	0.9575	0.977	0.9878	0.9861	0.979	0.9867	0.9874	0.9851	0.9867	0.9873	0.9854
chr14	105248688	105248689	0.01	0.0144	0.0237	0.0109	0.0191	0.0165	0.0051	0.0066	0.063	0.0105	0.0088	0.33245	0.6177	0.2372	0.0158	0.0125	0.0077	0.0031	0.0037	0.0024	0.0067	0.0041	0.0056	0.0055	0.0091
chr14	105272089	105272090	0.975	0.9302	0.9729	0.9746	0.9743	0.9745	0.9831	0.9822	0.9663	0.9747	0.9631	0.93535	0.679	0.9588	0.9628	0.962	0.9849	0.9846	0.9611	0.986	0.9846	0.9837	0.9839	0.9793	0.9828
chr14	105335369	105335370	0.9845	0.9846	0.9776	0.7911	0.9789	0.9791	0.9892	0.9906	0.9822	0.9862	0.9874	0.9883	0.9901	0.9898	0.9838	0.9849	0.9933	0.9913	0.9918	0.9909	0.9924	0.9904	0.9911	0.9915	0.9876
chr14	105364522	105364523	0.0158	0.0532	0.0418	0.0757	0.0336	0.0066	0.0527	0.0709	0.0274	0.04	0.0042	0.11875	0.6469	0.1638	0.0422	0.0246	0.0122	0.0408	0.0483	0.0246	0.0389	0.0263	0.0302	0.0143	0.0604
chr14	105385546	105385547	0.9611	0.9504	0.9538	0.9547	0.9592	0.9578	0.9736	0.9619	0.9628	0.9587	0.961	0.9573	0.9515	0.9519	0.9425	0.9625	0.9733	0.9606	0.8834	0.6325	0.9718	0.9489	0.9598	0.9635	0.9439
chr14	105385614	105385615	0.8495	0.7958	0.8234	0.8574	0.8252	0.8435	0.8801	0.782	0.775	0.8148	0.8121	0.767375	0.8164	0.778	0.7876	0.8304	0.828	0.8378	0.7155	0.5598	0.8188	0.6813	0.8358	0.8233	0.7702
chr14	105385644	105385645	0.9547	0.8359	0.9406	0.9555	0.9491	0.9541	0.978	0.9739	0.9511	0.9568	0.9516	0.952375	0.9652	0.9681	0.9445	0.9614	0.9783	0.9716	0.9477	0.7474	0.9773	0.9707	0.9721	0.9652	0.9686
chr14	105474040	105474041	0.0149	0.0321	0.0113	0.0236	0.0204	0.0238	0.0103	0.0198	0.2121	0.5815	0.0217	0.025575	0.163	0.0249	0.0518	0.0181	0.0265	0.0122	0.0157	0.0218	0.0202	0.0137	0.0162	0.0225	0.0174
chr14	105474054	105474055	0.0043	0.0056	0.0035	0.0038	0.007	0.0041	0.0034	0.0014	0.0258	0.2013	0.0023	0.01105	0.0623	0.0047	0.0072	0.0067	0.0044	0.0014	0.0036	0.0036	0.0046	0.0014	0.0027	0.0036	0.0031
chr14	105497273	105497274	0.9636	0.9619	0.9622	0.9682	0.9667	0.9661	0.9927	0.989	0.9743	0.4063	0.9791	0.984625	0.9835	0.9864	0.9678	0.9805	0.9909	0.9905	0.9913	0.9898	0.9911	0.9872	0.9905	0.9921	0.9896
chr14	105497319	105497320	0.8643	0.8561	0.8255	0.8712	0.8503	0.8468	0.9315	0.7884	0.7501	0.2775	0.8359	0.7044	0.6493	0.7708	0.7384	0.6947	0.8234	0.8763	0.7703	0.827	0.8743	0.8311	0.8967	0.8415	0.8225
chr14	105497435	105497436	0.9818	0.9816	0.9828	0.9804	0.9813	0.9808	0.9882	0.9866	0.981	0.5625	0.9782	0.985775	0.9782	0.9856	0.9736	0.9832	0.9904	0.9899	0.989	0.988	0.9899	0.9884	0.9884	0.988	0.9874
chr14	105497906	105497907	0.975	0.9727	0.9727	0.9707	0.9761	0.975	0.9859	0.9803	0.9478	0.0854	0.9782	0.982375	0.9782	0.9844	0.9692	0.9718	0.9884	0.9866	0.8902	0.9795	0.9824	0.9824	0.9852	0.9871	0.9746
chr14	105643159	105643160	0.9768	0.9073	0.9756	0.9752	0.9776	0.9761	0.9833	0.9849	0.9783	0.8411	0.9765	0.951025	0.8314	0.955	0.9617	0.9744	0.9863	0.9629	0.9825	0.9669	0.8856	0.9831	0.6546	0.9807	0.974
chr14	105668205	105668206	0.9713	0.5804	0.9709	0.9696	0.9709	0.9701	0.9862	0.9794	0.9851	0.9362	0.9746	0.94105	0.9243	0.9788	0.9785	0.9774	0.9822	0.95	0.9761	0.9742	0.9716	0.9733	0.9237	0.9621	0.9754
chr14	106200782	106200783	0.8941	0.9206	0.1501	0.8202	0.1271	0.9047	0.9502	0.9395	0.9372	0.7902	0.9025	0.905625	0.8751	0.936	0.8758	0.9452	0.9458	0.831	0.8882	0.8651	0.92	0.8838	0.8927	0.8636	0.8988
chr14	106851799	106851800	0.9133	0.1176	0.9082	0.9144	0.9113	0.9065	0.9331	0.8546	0.8006	0.8336	0.9091	0.833425	0.892	0.8933	0.8304	0.9193	0.872	0.892	0.8986	0.909	0.9013	0.898	0.855	0.8705	0.8947
chr15	22957074	22957075	0.1199	0.9287	0.9084	0.6664	0.9343	0.1273	0.9458	0.8562	0.7236	0.95	0.8314	0.96805	0.9355	0.9436	0.7858	0.9721	0.857	0.8337	0.8567	0.8152	0.8963	0.9039	0.9184	0.8411	0.8786
chr15	25706016	25706017	0.9351	0.9225	0.923	0.9374	0.9328	0.9126	0.925	0.889	0.6717	0.7623	0.9379	0.84385	0.6644	0.9226	0.8986	0.9169	0.9286	0.9007	0.9086	0.9497	0.3627	0.9436	0.942	0.9076	0.9269
chr15	25863244	25863245	0.0207	0.1014	0.023	0.0154	0.0285	0.0186	0.0104	0.0039	0.0163	0.0218	0.0188	0.00975	0.0223	0.0168	0.0245	0.5388	0.0064	0.0958	0.0172	0.0082	0.0065	0.0078	0.0085	0.0828	0.0063
chr15	25863252	25863253	0.0105	0.0601	0.0116	0.0117	0.0149	0.0101	0.0063	0.0067	0.0109	0.0101	0.0036	0.0038	0.0102	0.0075	0.0133	0.3947	0.0057	0.0534	0.0062	0.006	0.0028	0.0025	0.0032	0.0342	0.002
chr15	25863254	25863255	0.0105	0.0809	0.0116	0.0099	0.0166	0.0083	0.0036	0.0099	0.013	0.0224	0.0097	0.008675	0.0165	0.0113	0.0171	0.4559	0.002	0.0871	0.009	0.0097	0.0057	0.0057	0.0052	0.0483	0.0061
chr15	25863263	25863264	0.0205	0.0985	0.03	0.0286	0.0232	0.0298	0.0099	0.0115	0.0253	0.0211	0.0308	0.02535	0.0197	0.0184	0.0357	0.5341	0.0134	0.0672	0.0116	0.0069	0.0075	0.0093	0.0124	0.0445	0.0105
chr15	25863265	25863266	0.0073	0.0698	0.0098	0.0057	0.0104	0.006	0.0048	0.0083	0.0099	0.0048	0.0096	0.008975	0.0103	0.0081	0.019	0.4531	0.0089	0.0868	0.0086	0.0088	0.0035	0.0042	0.0081	0.0564	0.0042
chr15	26970936	26970937	0.0294	0.1218	0.0683	0.0328	0.0941	0.028	0.0059	0.0153	0.0163	0.0246	0.0328	0.0193	0.0159	0.0157	0.0264	0.7159	0.0131	0.0453	0.0276	0.0332	0.0216	0.0196	0.0217	0.0774	0.0283
chr15	26970941	26970942	0.0235	0.1282	0.0492	0.0292	0.084	0.0248	0.0065	0.0058	0.0218	0.0393	0.0265	0.011025	0.0362	0.0249	0.0462	0.7346	0.0024	0.0147	0.0084	0.0065	0.0074	0.0032	0.0053	0.0449	0.0052
chr15	27574276	27574277	0.8425	0.9005	0.8807	0.8345	0.8921	0.8115	0.9289	0.9267	0.9282	0.6037	0.7664	0.199475	0.6456	0.0503	0.7104	0.9559	0.9692	0.9047	0.9635	0.9459	0.6842	0.954	0.9437	0.8975	0.9525
chr15	28228234	28228235	0.9273	0.9468	0.9302	0.9414	0.9388	0.9256	0.9727	0.9517	0.9371	0.8378	0.9471	0.658325	0.8427	0.9235	0.9215	0.9558	0.9662	0.9591	0.9593	0.9703	0.9618	0.9592	0.952	0.9568	0.9579
chr15	28228275	28228276	0.9502	0.959	0.9496	0.95	0.9522	0.9487	0.9667	0.9748	0.917	0.805	0.9482	0.53435	0.8294	0.9458	0.9376	0.9546	0.9699	0.9751	0.9608	0.9746	0.9718	0.9716	0.975	0.9772	0.9701
chr15	28506975	28506976	0.8363	0.8754	0.856	0.8504	0.7336	0.5906	0.8344	0.815	0.8655	0.5491	0.8555	0.81525	0.5119	0.6582	0.8604	0.844	0.0988	0.8313	0.8225	0.8663	0.839	0.8464	0.8204	0.8328	0.8216
chr15	28738585	28738586	0.0295	0.0362	0.0143	0.0218	0.0132	0.0205	0.0206	0.01	0.0387	0.0067	0.1709	0.00975	0.0123	0.0081	0.018	0.1908	0.0238	0.034	0.0249	0.0097	0.0123	0.0147	0.0114	0.0487	0.0128
chr15	28832347	28832348	0.0042	0.0378	0.0047	0.0054	0.0042	0.0136	0.0014	0.0231	0.0111	0.011	0.0255	0.005425	0.0193	0.0131	0.0146	0.681	0.0155	0.08	0.0222	0.0775	0.0132	0.0857	0.0126	0.0965	0.0375
chr15	28955255	28955256	0.0207	0.0723	0.0612	0.0164	0.0226	0.0235	0.0118	0.1904	0.5993	0.7089	0.7715	0.777	0.8494	0.8583	0.4176	0.2178	0.6572	0.0793	0.4712	0.6612	0.1974	0.05	0.5069	0.673	0.4927
chr15	31063101	31063102	0.9651	0.966	0.9663	0.9648	0.9633	0.9626	0.9563	0.1462	0.9068	0.9603	0.9427	0.95805	0.9436	0.9719	0.3517	0.9592	0.7889	0.8502	0.5944	0.8064	0.6506	0.8902	0.918	0.9018	0.417
chr15	31345389	31345390	0.8773	0.4887	0.6084	0.4827	0.1783	0.8783	0.8366	0.4244	0.7759	0.7991	0.4354	0.775325	0.6498	0.8254	0.6496	0.1416	0.5618	0.6794	0.7397	0.5262	0.526	0.8003	0.7306	0.4967	0.7623
chr15	31397367	31397368	0.065	0.1681	0.7631	0.2713	0.8449	0.0704	0.0356	0.0284	0.3447	0.0225	0.0195	0.0139	0.0119	0.0045	0.058	0.0122	0.0412	0.1163	0.1125	0.115	0.0409	0.1945	0.0625	0.0968	0.0828
chr15	32899497	32899498	0.901	0.2071	0.8702	0.8739	0.847	0.8769	0.8942	0.7871	0.8577	0.8418	0.902	0.901825	0.8939	0.8747	0.8462	0.8871	0.8182	0.8896	0.893	0.9103	0.8916	0.9154	0.9064	0.8785	0.8953
chr15	33311111	33311112	0.0058	0.0442	0.009	0.0064	0.0171	0.0064	0.006	0.0055	0.0112	0.0043	0.0087	0.008275	0.0078	0.0045	0.0044	0.2733	0.0222	0.0294	0.0084	0.0037	0.007	0.0041	0.0055	0.0173	0.0086
chr15	37110983	37110984	0.004	0.0352	0.0125	0.0061	0.0254	0.004	0.0144	0.0062	0.0944	0.0073	0.0573	0.00065	0.0095	0.0112	0.0889	0.0045	0.0163	0.0334	0.3251	0.0746	0.0193	0.0367	0.0226	0.0211	0.029
chr15	37111010	37111011	0.0861	0.2114	0.1792	0.1047	0.233	0.0781	0.051	0.1074	0.1941	0.0707	0.304	0.062475	0.0645	0.0552	0.2554	0.1136	0.0856	0.1271	0.3745	0.2511	0.2083	0.1883	0.2167	0.1228	0.1695
chr15	38129959	38129960	0.0326	0.0352	0.1815	0.169	0.2624	0.0257	0.0853	0.0467	0.3037	0.7881	0.7631	0.8562	0.809	0.8652	0.0844	0.8593	0.3939	0.0973	0.333	0.1798	0.6898	0.5528	0.7373	0.524	0.0879
chr15	38130177	38130178	0.0386	0.0424	0.0864	0.0824	0.1196	0.0421	0.0183	0.0554	0.3426	0.5505	0.7507	0.80975	0.6376	0.8854	0.3319	0.9111	0.3653	0.074	0.2751	0.1409	0.6483	0.5401	0.7621	0.5832	0.0896
chr15	39449878	39449879	0.8785	0.7526	0.7024	0.848	0.7297	0.8683	0.9178	0.8968	0.714	0.8093	0.8621	0.7129	0.8114	0.8581	0.772	0.8654	0.8873	0.8596	0.8625	0.8835	0.8322	0.2746	0.9041	0.7316	0.7572
chr15	40252849	40252850	0.0141	0.021	0.0278	0.018	0.0264	0.0182	0.0086	0.0161	0.3262	0.0313	0.0135	0.01335	0.0255	0.0184	0.0276	0.0178	0.0128	0.0113	0.0055	0.0178	0.0074	0.0419	0.0079	0.0083	0.0104
chr15	40252942	40252943	0.0097	0.01	0.0132	0.0099	0.0098	0.0116	0.0014	0.0046	0.2676	0.0113	0.0104	0.0106	0.0129	0.0142	0.0136	0.012	0.0073	0.0037	0.0034	0.0235	0.0041	0.0128	0.0038	0.0063	0.0062
chr15	40252944	40252945	0.0052	0.0093	0.0072	0.0054	0.006	0.0074	0.002	0.0029	0.2481	0.0048	0.0025	0.006525	0.0036	0.0033	0.0062	0.0066	0.0032	0.0036	0.0033	0.0194	0.0032	0.0089	0.0026	0.01	0.0029
chr15	40252974	40252975	0.0044	0.0045	0.0064	0.0054	0.0067	0.0026	0.0034	0.0049	0.2501	0.0094	0.0059	0.002925	0.0059	0.0025	0.01	0.0072	0.0027	0.0	0.0017	0.0153	0.0012	0.0065	0.0023	0.0021	0.0021
chr15	40253014	40253015	0.051	0.0497	0.0547	0.0455	0.0488	0.0445	0.0399	0.056	0.2184	0.0568	0.0553	0.06475	0.0607	0.0519	0.0643	0.05	0.0494	0.0541	0.0572	0.0674	0.0473	0.0554	0.0533	0.0525	0.0566
chr15	40253023	40253024	0.0358	0.0324	0.0396	0.0334	0.0315	0.0385	0.0312	0.0511	0.1968	0.0467	0.036	0.035575	0.0521	0.0484	0.0436	0.0407	0.0542	0.0294	0.0303	0.0328	0.031	0.0286	0.0376	0.0306	0.032
chr15	40253095	40253096	0.0027	0.0084	0.0067	0.002	0.0097	0.0039	0.0003	0.0014	0.1959	0.0011	0.0037	0.003325	0.0049	0.0022	0.0064	0.0047	0.004	0.0014	0.0037	0.0143	0.0037	0.0032	0.0022	0.0061	0.0029
chr15	40253123	40253124	0.0543	0.0534	0.0556	0.0456	0.0555	0.0446	0.0452	0.0418	0.2074	0.0452	0.0502	0.0562	0.0554	0.0465	0.0524	0.0514	0.0472	0.0481	0.0552	0.0541	0.0472	0.0454	0.05	0.0446	0.0496
chr15	40253125	40253126	0.0397	0.048	0.0476	0.0424	0.0445	0.0385	0.0342	0.0423	0.2014	0.043	0.0402	0.04235	0.0409	0.0446	0.0522	0.0366	0.0368	0.0405	0.0426	0.0483	0.0377	0.0387	0.043	0.0416	0.045
chr15	40471564	40471565	0.0033	0.0047	0.0052	0.0038	0.0059	0.0041	0.0078	0.0	0.2791	0.1085	0.0047	0.006	0.0114	0.0066	0.0106	0.0078	0.0006	0.0	0.0044	0.0008	0.0023	0.001	0.0023	0.0047	0.0035
chr15	40768003	40768004	0.9808	0.9819	0.9789	0.9803	0.9815	0.9796	0.9895	0.6305	0.773	0.9802	0.973	0.979325	0.9516	0.9837	0.6521	0.9625	0.9852	0.9636	0.8887	0.9401	0.99	0.9861	0.9794	0.9395	0.971
chr15	40906336	40906337	0.118	0.0493	0.6529	0.5579	0.6075	0.125	0.4021	0.0531	0.3178	0.0416	0.0477	0.05345	0.0444	0.0344	0.0856	0.0304	0.0651	0.1767	0.0959	0.1515	0.0669	0.0912	0.0779	0.1159	0.0782
chr15	41919311	41919312	0.8399	0.8365	0.8257	0.8248	0.8292	0.8312	0.8844	0.6781	0.8254	0.8442	0.7519	0.643475	0.2527	0.7448	0.7959	0.8412	0.7565	0.8707	0.7908	0.8373	0.7875	0.8471	0.635	0.8098	0.7911
chr15	41919322	41919323	0.9386	0.9364	0.9306	0.9312	0.9402	0.9306	0.966	0.9311	0.9336	0.9139	0.9394	0.782825	0.4061	0.8816	0.8998	0.9328	0.9199	0.977	0.9632	0.977	0.9465	0.9723	0.9413	0.9472	0.9561
chr15	41919383	41919384	0.967	0.9617	0.9618	0.9603	0.9626	0.9596	0.9815	0.9333	0.9691	0.9507	0.9262	0.7752	0.369	0.8917	0.9547	0.9618	0.9379	0.9729	0.9744	0.9818	0.9542	0.9708	0.9376	0.9608	0.9687
chr15	41968956	41968957	0.0474	0.8756	0.863	0.9434	0.946	0.6783	0.9026	0.7827	0.9506	0.9464	0.896	0.958275	0.9387	0.9339	0.8958	0.7434	0.9132	0.8696	0.734	0.8418	0.8944	0.9127	0.9191	0.8831	0.873
chr15	42208499	42208500	0.1051	0.1276	0.1452	0.146	0.1428	0.1299	0.055	0.0643	0.0942	0.1269	0.5108	0.0505	0.0293	0.047	0.0788	0.2871	0.057	0.0746	0.0966	0.0748	0.0889	0.1263	0.0895	0.0538	0.0662
chr15	42208539	42208540	0.1005	0.1499	0.1517	0.1604	0.1651	0.0919	0.1405	0.0936	0.0847	0.1631	0.4514	0.0538	0.0781	0.0901	0.0844	0.3145	0.0724	0.1104	0.1103	0.0954	0.1282	0.2045	0.126	0.1252	0.0883
chr15	42495104	42495105	0.047	0.0708	0.0979	0.0516	0.0803	0.0458	0.0311	0.0409	0.0552	0.1325	0.0377	0.113725	0.0429	0.0567	0.0469	0.0241	0.0658	0.0829	0.0402	0.0563	0.0626	0.0581	0.3209	0.0344	0.0508
chr15	45129856	45129857	0.0539	0.198	0.099	0.0523	0.1536	0.0389	0.0409	0.0359	0.0318	0.1858	0.0179	0.161275	0.4945	0.1054	0.0352	0.019	0.0704	0.0631	0.0739	0.0741	0.0639	0.0865	0.0707	0.1122	0.0819
chr15	45129864	45129865	0.04	0.1801	0.083	0.0466	0.137	0.0304	0.016	0.0072	0.0269	0.1816	0.011	0.07525	0.5107	0.0346	0.0326	0.0143	0.0164	0.0148	0.0243	0.0106	0.014	0.0289	0.0149	0.034	0.0191
chr15	45129885	45129886	0.0114	0.042	0.0142	0.0104	0.0223	0.0097	0.002	0.001	0.0139	0.0517	0.0075	0.0444	0.4425	0.0255	0.0124	0.0093	0.0126	0.0029	0.0096	0.0035	0.0048	0.0189	0.0054	0.0161	0.0047
chr15	45129897	45129898	0.011	0.0647	0.0164	0.0148	0.0335	0.0117	0.0056	0.0078	0.0289	0.0787	0.0093	0.072475	0.5047	0.0727	0.0274	0.0183	0.0292	0.0143	0.0161	0.015	0.0119	0.0331	0.0134	0.0328	0.0103
chr15	45188719	45188720	0.0215	0.0248	0.0041	0.0476	0.0348	0.025	0.1663	0.0258	0.0	0.1089	0.0433	0.04895	0.017	0.0509	0.0444	0.0272	0.0441	0.0246	0.0352	0.0258	0.0618	0.0189	0.0652	0.0383	0.0386
chr15	45378280	45378281	0.0481	0.0505	0.0559	0.0503	0.0628	0.044	0.0355	0.0546	0.0589	0.0541	0.05	0.0499	0.048	0.0448	0.0548	0.3385	0.0382	0.0429	0.0462	0.0492	0.0396	0.0457	0.0444	0.0435	0.0496
chr15	45378328	45378329	0.0149	0.019	0.0268	0.0147	0.0167	0.021	0.0022	0.0037	0.016	0.0291	0.0126	0.00165	0.0072	0.007	0.0155	0.4234	0.0058	0.0	0.0061	0.0043	0.0043	0.0052	0.0036	0.0073	0.0078
chr15	45378667	45378668	0.0067	0.0074	0.0082	0.0079	0.0095	0.0074	0.0085	0.0137	0.0121	0.013	0.073	0.00565	0.0182	0.0142	0.0158	0.888	0.0067	0.0575	0.0244	0.0632	0.0082	0.1932	0.0051	0.0131	0.0396
chr15	45378674	45378675	0.0084	0.0101	0.009	0.012	0.0103	0.0066	0.0054	0.0159	0.0116	0.0126	0.0511	0.01415	0.0126	0.0053	0.0211	0.8094	0.0171	0.0709	0.0341	0.0892	0.014	0.2087	0.0134	0.0229	0.0538
chr15	45378677	45378678	0.0065	0.0099	0.011	0.0086	0.0122	0.0089	0.0006	0.0036	0.0077	0.0042	0.0574	0.005275	0.0094	0.006	0.0202	0.7898	0.0037	0.0596	0.0253	0.083	0.007	0.194	0.0073	0.0098	0.0494
